record_type,run_id,model,item_id,artifact_id,message_type,start_time_utc,end_time_utc,processing_time_ms,batch_start_time_utc,batch_end_time_utc,batch_processing_time_ms,char_count,word_count,token_count,predicted_is_hate,hate_score,label_name,ground_truth_is_hate,manual_is_hate,confusion_class,text,notes,processed_items,total_runtime_ms,min_processing_time_ms,max_processing_time_ms,avg_processing_time_ms,avg_char_count,avg_word_count,avg_token_count,tp,fn,fp,tn
ITEM,20260531T112657.506153Z,electra_hatexplain,23,112,,2026-05-31T11:27:00.124+00:00,2026-05-31T11:27:00.242+00:00,118.275,2026-05-31T11:26:57.522+00:00,2026-05-31T11:27:01.283+00:00,3784.794,18,5,8,False,0.476531,normal,True,,FN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,24,112,,2026-05-31T11:27:00.242+00:00,2026-05-31T11:27:00.360+00:00,118.275,2026-05-31T11:26:57.522+00:00,2026-05-31T11:27:01.283+00:00,3784.794,43,8,13,False,0.075195,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,25,113,,2026-05-31T11:27:00.360+00:00,2026-05-31T11:27:00.478+00:00,118.275,2026-05-31T11:26:57.522+00:00,2026-05-31T11:27:01.283+00:00,3784.794,25,6,11,True,0.874174,hatespeech,False,,FP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,26,113,,2026-05-31T11:27:00.478+00:00,2026-05-31T11:27:00.597+00:00,118.275,2026-05-31T11:26:57.522+00:00,2026-05-31T11:27:01.283+00:00,3784.794,59,10,14,False,0.068824,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,27,114,,2026-05-31T11:27:00.597+00:00,2026-05-31T11:27:00.715+00:00,118.275,2026-05-31T11:26:57.522+00:00,2026-05-31T11:27:01.283+00:00,3784.794,26,5,9,False,0.063569,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,28,114,,2026-05-31T11:27:00.715+00:00,2026-05-31T11:27:00.833+00:00,118.275,2026-05-31T11:26:57.522+00:00,2026-05-31T11:27:01.283+00:00,3784.794,30,6,11,False,0.107002,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,29,115,,2026-05-31T11:27:00.833+00:00,2026-05-31T11:27:00.952+00:00,118.275,2026-05-31T11:26:57.522+00:00,2026-05-31T11:27:01.283+00:00,3784.794,19,3,6,False,0.449104,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,30,115,,2026-05-31T11:27:00.952+00:00,2026-05-31T11:27:01.070+00:00,118.275,2026-05-31T11:26:57.522+00:00,2026-05-31T11:27:01.283+00:00,3784.794,39,6,10,False,0.070326,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,31,116,,2026-05-31T11:27:01.070+00:00,2026-05-31T11:27:01.188+00:00,118.275,2026-05-31T11:26:57.522+00:00,2026-05-31T11:27:01.283+00:00,3784.794,40,8,11,False,0.063679,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,32,116,,2026-05-31T11:27:01.188+00:00,2026-05-31T11:27:01.306+00:00,118.275,2026-05-31T11:26:57.522+00:00,2026-05-31T11:27:01.283+00:00,3784.794,32,5,8,False,0.126183,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,33,117,,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:01.389+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,36,8,11,True,0.875105,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,34,117,,2026-05-31T11:27:01.389+00:00,2026-05-31T11:27:01.479+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,29,4,9,False,0.094220,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,35,118,,2026-05-31T11:27:01.479+00:00,2026-05-31T11:27:01.569+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,48,8,11,False,0.052448,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,36,118,,2026-05-31T11:27:01.569+00:00,2026-05-31T11:27:01.659+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,43,8,12,False,0.166367,normal,True,,FN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,37,119,,2026-05-31T11:27:01.659+00:00,2026-05-31T11:27:01.750+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,26,5,9,False,0.107581,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,38,119,,2026-05-31T11:27:01.750+00:00,2026-05-31T11:27:01.840+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,37,7,11,True,0.739367,hatespeech,False,,FP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,39,120,,2026-05-31T11:27:01.840+00:00,2026-05-31T11:27:01.930+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,35,6,10,False,0.059371,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,40,120,,2026-05-31T11:27:01.930+00:00,2026-05-31T11:27:02.020+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,43,8,12,False,0.053334,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,41,121,,2026-05-31T11:27:02.020+00:00,2026-05-31T11:27:02.111+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,45,8,11,False,0.074161,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,42,121,,2026-05-31T11:27:02.111+00:00,2026-05-31T11:27:02.201+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,39,5,11,False,0.081791,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,43,122,,2026-05-31T11:27:02.201+00:00,2026-05-31T11:27:02.291+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,39,8,11,True,0.729232,hatespeech,False,,FP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,44,122,,2026-05-31T11:27:02.291+00:00,2026-05-31T11:27:02.381+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,40,7,10,False,0.061016,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,45,123,,2026-05-31T11:27:02.381+00:00,2026-05-31T11:27:02.472+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,43,6,9,False,0.069686,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,46,123,,2026-05-31T11:27:02.472+00:00,2026-05-31T11:27:02.562+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,29,7,10,True,0.763467,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,47,124,,2026-05-31T11:27:02.562+00:00,2026-05-31T11:27:02.652+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,25,4,8,False,0.065953,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,48,124,,2026-05-31T11:27:02.652+00:00,2026-05-31T11:27:02.742+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,30,6,10,False,0.065595,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,49,125,,2026-05-31T11:27:02.742+00:00,2026-05-31T11:27:02.832+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,39,7,13,False,0.050177,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,50,125,,2026-05-31T11:27:02.832+00:00,2026-05-31T11:27:02.923+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,36,6,9,False,0.517445,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,51,126,,2026-05-31T11:27:02.923+00:00,2026-05-31T11:27:03.013+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,45,7,10,False,0.050803,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,52,126,,2026-05-31T11:27:03.013+00:00,2026-05-31T11:27:03.103+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,41,9,14,False,0.053113,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,53,127,,2026-05-31T11:27:03.103+00:00,2026-05-31T11:27:03.193+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,33,6,9,False,0.160659,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,54,127,,2026-05-31T11:27:03.193+00:00,2026-05-31T11:27:03.284+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,28,4,7,False,0.077223,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,55,128,,2026-05-31T11:27:03.284+00:00,2026-05-31T11:27:03.374+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,25,4,7,False,0.061938,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,56,128,,2026-05-31T11:27:03.374+00:00,2026-05-31T11:27:03.464+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,34,7,10,False,0.063199,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,57,129,,2026-05-31T11:27:03.464+00:00,2026-05-31T11:27:03.554+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,35,8,11,True,0.794931,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,58,129,,2026-05-31T11:27:03.554+00:00,2026-05-31T11:27:03.645+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,38,7,14,False,0.084615,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,59,130,,2026-05-31T11:27:03.645+00:00,2026-05-31T11:27:03.735+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,33,6,10,False,0.062935,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,60,130,,2026-05-31T11:27:03.735+00:00,2026-05-31T11:27:03.825+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,30,6,10,False,0.052811,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,61,131,,2026-05-31T11:27:03.825+00:00,2026-05-31T11:27:03.915+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,124,23,31,False,0.146631,normal,True,,FN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,62,131,,2026-05-31T11:27:03.915+00:00,2026-05-31T11:27:04.005+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,112,22,27,True,0.612772,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,63,132,,2026-05-31T11:27:04.005+00:00,2026-05-31T11:27:04.096+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,92,18,22,False,0.385759,normal,True,,FN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,64,132,,2026-05-31T11:27:04.096+00:00,2026-05-31T11:27:04.186+00:00,90.232,2026-05-31T11:27:01.299+00:00,2026-05-31T11:27:04.173+00:00,2887.438,93,19,25,False,0.237045,normal,True,,FN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,65,133,,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:04.308+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,98,17,22,False,0.486179,normal,True,,FN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,66,133,,2026-05-31T11:27:04.308+00:00,2026-05-31T11:27:04.427+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,89,18,23,True,0.640847,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,67,134,,2026-05-31T11:27:04.427+00:00,2026-05-31T11:27:04.547+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,92,20,25,True,0.790604,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,68,134,,2026-05-31T11:27:04.547+00:00,2026-05-31T11:27:04.667+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,104,22,26,True,0.663193,hatespeech,True,,TP,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,69,135,,2026-05-31T11:27:04.667+00:00,2026-05-31T11:27:04.787+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,98,19,24,False,0.459275,normal,True,,FN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,70,135,,2026-05-31T11:27:04.787+00:00,2026-05-31T11:27:04.907+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,112,19,24,False,0.060106,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,71,136,,2026-05-31T11:27:04.907+00:00,2026-05-31T11:27:05.027+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,116,20,26,False,0.074084,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,72,136,,2026-05-31T11:27:05.027+00:00,2026-05-31T11:27:05.147+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,111,18,23,False,0.078400,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,73,137,,2026-05-31T11:27:05.147+00:00,2026-05-31T11:27:05.267+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,204,33,46,False,0.063368,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,74,137,,2026-05-31T11:27:05.267+00:00,2026-05-31T11:27:05.387+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,111,21,27,False,0.061817,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,75,138,,2026-05-31T11:27:05.387+00:00,2026-05-31T11:27:05.507+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,121,20,28,False,0.072982,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,76,138,,2026-05-31T11:27:05.507+00:00,2026-05-31T11:27:05.627+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,108,23,27,False,0.049904,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,77,139,,2026-05-31T11:27:05.627+00:00,2026-05-31T11:27:05.747+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,200,34,46,False,0.065155,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,78,139,,2026-05-31T11:27:05.747+00:00,2026-05-31T11:27:05.867+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,118,19,23,False,0.071824,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,79,140,,2026-05-31T11:27:05.867+00:00,2026-05-31T11:27:05.987+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,96,17,21,False,0.075241,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,80,140,,2026-05-31T11:27:05.987+00:00,2026-05-31T11:27:06.107+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,121,19,24,False,0.053362,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,81,141,,2026-05-31T11:27:06.107+00:00,2026-05-31T11:27:06.227+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,188,31,41,False,0.058713,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,82,141,,2026-05-31T11:27:06.227+00:00,2026-05-31T11:27:06.347+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,74,17,22,False,0.045989,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,83,142,,2026-05-31T11:27:06.347+00:00,2026-05-31T11:27:06.467+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,101,19,26,False,0.061825,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,84,142,,2026-05-31T11:27:06.467+00:00,2026-05-31T11:27:06.587+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,113,21,27,False,0.055370,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,85,143,,2026-05-31T11:27:06.587+00:00,2026-05-31T11:27:06.707+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,112,20,24,False,0.058205,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,86,143,,2026-05-31T11:27:06.707+00:00,2026-05-31T11:27:06.827+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,196,32,42,False,0.063786,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,87,144,,2026-05-31T11:27:06.827+00:00,2026-05-31T11:27:06.947+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,112,19,23,False,0.091280,normal,False,,TN,,,,,,,,,,,,,,
ITEM,20260531T112657.506153Z,electra_hatexplain,88,144,,2026-05-31T11:27:06.947+00:00,2026-05-31T11:27:07.067+00:00,119.956,2026-05-31T11:27:04.188+00:00,2026-05-31T11:27:08.241+00:00,3838.599,119,21,24,False,0.051482,normal,False,,TN,,,,,,,,,,,,,,
